Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Allsvenskan,26,Sun,2024-10-06,16:30,Sirius,4–1,Elfsborg,5692,Studenternas IP,Victor Wolf,Match Report,
Allsvenskan,26,Sun,2024-10-06,16:30,Malmö,1–1,Värnamo,19443,Eleda Stadion,Adi Aganovic,Match Report,
,,,,,,,,,,,,
Allsvenskan,27,Sat,2024-10-19,15:00,Elfsborg,1–3,BK Häcken,8276,Borås Arena,Kristoffer Karlsson,Match Report,
Allsvenskan,27,Sat,2024-10-19,15:00,Västerås,1–1,Malmö,7738,Hitachi Energy Arena,Granit Maqedonci,Match Report,
Allsvenskan,27,Sat,2024-10-19,17:30,Halmstad,3–1,Sirius,4262,Örjans Vall,Adam Ladebäck,Match Report,
Allsvenskan,27,Sun,2024-10-20,14:00,Kalmar,0–3,Mjällby,7575,Guldfågeln Arena,Mohammed Al Hakim,Match Report,
Allsvenskan,27,Sun,2024-10-20,16:30,GAIS,0–0,Värnamo,6285,Nya Gamla Ullevi,Victor Wolf,Match Report,
Allsvenskan,27,Mon,2024-10-21,14:00,Hammarby,2–0,Djurgården,27881,Tele2 Arena,Fredrik Klitte,Match Report,
Allsvenskan,27,Mon,2024-10-21,19:00,Norrköping,1–1,Brommapojkarna,5521,PlatinumCars Arena,Joakim Östling,Match Report,
Allsvenskan,27,Mon,2024-10-21,19:10,Göteborg,1–2,AIK Stockholm,17165,Nya Gamla Ullevi,Oscar Johnson,Match Report,
,,,,,,,,,,,,
Allsvenskan,28,Sat,2024-10-26,15:00,Sirius,0–3,Hammarby,10080,Studenternas IP,Richard Sundell,Match Report,
Allsvenskan,28,Sat,2024-10-26,15:00,Mjällby,1–1,GAIS,4004,Strandvallen A-Plan,Adi Aganovic,Match Report,
Allsvenskan,28,Sat,2024-10-26,17:30,Brommapojkarna,1–2,Kalmar,977,Grimsta IP,Fredrik Klitte,Match Report,
Allsvenskan,28,Sun,2024-10-27,14:00,AIK Stockholm,2–1,Elfsborg,17165,Strawberry Arena,Adam Ladebäck,Match Report,
Allsvenskan,28,Sun,2024-10-27,14:00,Värnamo,1–2,Norrköping,3996,Finnvedsvallen,Oscar Johnson,Match Report,
Allsvenskan,28,Sun,2024-10-27,16:30,BK Häcken,0–1,Halmstad,5124,Bravida Arena,Mohammed Al Hakim,Match Report,
Allsvenskan,28,Mon,2024-10-28,19:00,Djurgården,2–1,Västerås,14450,Tele2 Arena,Victor Wolf,Match Report,
Allsvenskan,28,Mon,2024-10-28,19:10,Malmö,2–1,Göteborg,21258,Eleda Stadion,Glenn Nyberg,Match Report,
,,,,,,,,,,,,
Allsvenskan,29,Sat,2024-11-02,15:00,Hammarby,2–2,Malmö,26175,Tele2 Arena,Mohammed Al Hakim,Match Report,
Allsvenskan,29,Sat,2024-11-02,15:00,Elfsborg,1–0,Västerås,5285,Borås Arena,Adi Aganovic,Match Report,
Allsvenskan,29,Sat,2024-11-02,17:30,Göteborg,1–1,Kalmar,17287,Nya Gamla Ullevi,Kristoffer Karlsson,Match Report,
Allsvenskan,29,Sun,2024-11-03,14:00,Brommapojkarna,0–1,Värnamo,755,Grimsta IP,Granit Maqedonci,Match Report,
Allsvenskan,29,Sun,2024-11-03,14:00,BK Häcken,1–2,GAIS,6313,Bravida Arena,Richard Sundell,Match Report,
Allsvenskan,29,Sun,2024-11-03,16:30,Halmstad,1–0,Djurgården,7009,Örjans Vall,Fredrik Klitte,Match Report,
Allsvenskan,29,Sun,2024-11-03,16:30,Sirius,1–1,Mjällby,5833,Studenternas IP,Oscar Johnson,Match Report,
Allsvenskan,29,Mon,2024-11-04,19:10,Norrköping,1–0,AIK Stockholm,14112,PlatinumCars Arena,Glenn Nyberg,Match Report,
,,,,,,,,,,,,
Allsvenskan,30,Sun,2024-11-10,15:00,Malmö,2–1,Brommapojkarna,19745,Eleda Stadion,Tess Olofsson,Match Report,
Allsvenskan,30,Sun,2024-11-10,15:00,Djurgården,3–1,Norrköping,17938,Tele2 Arena,Adam Ladebäck,Match Report,
Allsvenskan,30,Sun,2024-11-10,15:00,Kalmar,1–0,BK Häcken,3523,Guldfågeln Arena,Joakim Östling,Match Report,
Allsvenskan,30,Sun,2024-11-10,15:00,AIK Stockholm,5–1,Halmstad,37229,Strawberry Arena,Kristoffer Karlsson,Match Report,
Allsvenskan,30,Sun,2024-11-10,15:00,Mjällby,1–0,Göteborg,5362,Strandvallen A-Plan,Victor Wolf,Match Report,
Allsvenskan,30,Sun,2024-11-10,15:00,Värnamo,0–0,Elfsborg,2771,Finnvedsvallen,Glenn Nyberg,Match Report,
Allsvenskan,30,Sun,2024-11-10,15:00,GAIS,2–1,Sirius,9172,Nya Gamla Ullevi,Farouk Ben Ahmed Nehdi,Match Report,
Allsvenskan,30,Sun,2024-11-10,15:00,Västerås,1–0,Hammarby,7675,Hitachi Energy Arena,Oscar Johnson,Match Report,
,,,,,,,,,,,,
Swedish 1/2 Relegation/Promotion play-offs (M),,Thu,2024-11-21,19:00,Landskrona,2–2,Värnamo,4755,Landskrona IP A-Plan,Kristoffer Karlsson,Match Report,Leg 1 of 2
Swedish 1/2 Relegation/Promotion play-offs (M),,Sun,2024-11-24,15:00,Värnamo,1–0,Landskrona,2380,Finnvedsvallen,Glenn Nyberg,Match Report,Leg 2 of 2; Värnamo won
