Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
28,Sat,2027-04-03,,Heerenveen,,Groningen,,Abe Lenstra Stadion,,Head-to-Head,
28,Sat,2027-04-03,,PSV,,AZ Alkmaar,,Philips Stadion,,Head-to-Head,
28,Sat,2027-04-03,,Sparta R.,,ADO Den Haag,,Sparta-Stadion Het Kasteel,,Head-to-Head,
28,Sat,2027-04-03,,Fortuna Sittard,,Feyenoord,,Fortuna Sittard Stadion,,Head-to-Head,
28,Sat,2027-04-03,,Ajax,,Twente,,Johan Cruijff Arena,,Head-to-Head,
28,Sat,2027-04-03,,Cambuur,,Telstar,,Kooi Stadion,,Head-to-Head,
28,Sat,2027-04-03,,Willem II,,Utrecht,,Koning Willem II Stadion,,Head-to-Head,
,,,,,,,,,,,
29,Sat,2027-04-10,,NEC Nijmegen,,Heerenveen,,Goffertstadion,,Head-to-Head,
29,Sat,2027-04-10,,ADO Den Haag,,Feyenoord,,Bingoal Stadion,,Head-to-Head,
29,Sat,2027-04-10,,Willem II,,AZ Alkmaar,,Koning Willem II Stadion,,Head-to-Head,
29,Sat,2027-04-10,,Zwolle,,PSV,,MAC³PARK Stadion,,Head-to-Head,
29,Sat,2027-04-10,,Groningen,,Excelsior,,Euroborg,,Head-to-Head,
29,Sat,2027-04-10,,Utrecht,,Ajax,,Stadion Galgenwaard,,Head-to-Head,
29,Sat,2027-04-10,,Telstar,,Twente,,BUKO Stadion,,Head-to-Head,
29,Sat,2027-04-10,,Sparta R.,,Go Ahead Eagles,,Sparta-Stadion Het Kasteel,,Head-to-Head,
29,Sat,2027-04-10,,Cambuur,,Fortuna Sittard,,Kooi Stadion,,Head-to-Head,
,,,,,,,,,,,
30,Sat,2027-04-24,,Excelsior,,Willem II,,Van Donge & De Roo Stadion,,Head-to-Head,
30,Sat,2027-04-24,,Go Ahead Eagles,,Utrecht,,De Adelaarshorst,,Head-to-Head,
30,Sat,2027-04-24,,PSV,,Ajax,,Philips Stadion,,Head-to-Head,
30,Sat,2027-04-24,,Heerenveen,,ADO Den Haag,,Abe Lenstra Stadion,,Head-to-Head,
30,Sat,2027-04-24,,Fortuna Sittard,,Groningen,,Fortuna Sittard Stadion,,Head-to-Head,
30,Sat,2027-04-24,,Zwolle,,Telstar,,MAC³PARK Stadion,,Head-to-Head,
30,Sat,2027-04-24,,AZ Alkmaar,,Cambuur,,AFAS Stadion,,Head-to-Head,
30,Sat,2027-04-24,,Feyenoord,,Sparta R.,,Stadion Feijenoord,,Head-to-Head,
30,Sat,2027-04-24,,Twente,,NEC Nijmegen,,De Grolsch Veste,,Head-to-Head,
,,,,,,,,,,,
31,Sat,2027-05-01,,Heerenveen,,Utrecht,,Abe Lenstra Stadion,,Head-to-Head,
31,Sat,2027-05-01,,Excelsior,,Cambuur,,Van Donge & De Roo Stadion,,Head-to-Head,
31,Sat,2027-05-01,,Sparta R.,,Twente,,Sparta-Stadion Het Kasteel,,Head-to-Head,
31,Sat,2027-05-01,,Feyenoord,,Willem II,,Stadion Feijenoord,,Head-to-Head,
31,Sat,2027-05-01,,Telstar,,AZ Alkmaar,,BUKO Stadion,,Head-to-Head,
31,Sat,2027-05-01,,Go Ahead Eagles,,PSV,,De Adelaarshorst,,Head-to-Head,
31,Sat,2027-05-01,,NEC Nijmegen,,Zwolle,,Goffertstadion,,Head-to-Head,
31,Sat,2027-05-01,,Groningen,,ADO Den Haag,,Euroborg,,Head-to-Head,
31,Sat,2027-05-01,,Ajax,,Fortuna Sittard,,Johan Cruijff Arena,,Head-to-Head,
,,,,,,,,,,,
32,Sat,2027-05-08,,PSV,,Excelsior,,Philips Stadion,,Head-to-Head,
32,Sat,2027-05-08,,Twente,,Groningen,,De Grolsch Veste,,Head-to-Head,
32,Sat,2027-05-08,,ADO Den Haag,,NEC Nijmegen,,Bingoal Stadion,,Head-to-Head,
32,Sat,2027-05-08,,Cambuur,,Heerenveen,,Kooi Stadion,,Head-to-Head,
32,Sat,2027-05-08,,Zwolle,,Sparta R.,,MAC³PARK Stadion,,Head-to-Head,
32,Sat,2027-05-08,,Utrecht,,Feyenoord,,Stadion Galgenwaard,,Head-to-Head,
32,Sat,2027-05-08,,Fortuna Sittard,,Go Ahead Eagles,,Fortuna Sittard Stadion,,Head-to-Head,
32,Sat,2027-05-08,,Willem II,,Telstar,,Koning Willem II Stadion,,Head-to-Head,
32,Sat,2027-05-08,,AZ Alkmaar,,Ajax,,AFAS Stadion,,Head-to-Head,
,,,,,,,,,,,
33,Sun,2027-05-16,14:30,AZ Alkmaar,,Zwolle,,AFAS Stadion,,Head-to-Head,
33,Sun,2027-05-16,14:30,Ajax,,Sparta R.,,Johan Cruijff Arena,,Head-to-Head,
33,Sun,2027-05-16,14:30,Go Ahead Eagles,,Heerenveen,,De Adelaarshorst,,Head-to-Head,
33,Sun,2027-05-16,14:30,Groningen,,Cambuur,,Euroborg,,Head-to-Head,
33,Sun,2027-05-16,14:30,Fortuna Sittard,,Willem II,,Fortuna Sittard Stadion,,Head-to-Head,
33,Sun,2027-05-16,14:30,Utrecht,,Telstar,,Stadion Galgenwaard,,Head-to-Head,
33,Sun,2027-05-16,14:30,PSV,,NEC Nijmegen,,Philips Stadion,,Head-to-Head,
33,Sun,2027-05-16,14:30,Twente,,Feyenoord,,De Grolsch Veste,,Head-to-Head,
33,Sun,2027-05-16,14:30,Excelsior,,ADO Den Haag,,Van Donge & De Roo Stadion,,Head-to-Head,
,,,,,,,,,,,
34,Sun,2027-05-23,14:30,NEC Nijmegen,,Utrecht,,Goffertstadion,,Head-to-Head,
34,Sun,2027-05-23,14:30,Heerenveen,,PSV,,Abe Lenstra Stadion,,Head-to-Head,
34,Sun,2027-05-23,14:30,Telstar,,Excelsior,,BUKO Stadion,,Head-to-Head,
34,Sun,2027-05-23,14:30,ADO Den Haag,,AZ Alkmaar,,Bingoal Stadion,,Head-to-Head,
34,Sun,2027-05-23,14:30,Cambuur,,Ajax,,Kooi Stadion,,Head-to-Head,
34,Sun,2027-05-23,14:30,Feyenoord,,Groningen,,Stadion Feijenoord,,Head-to-Head,
34,Sun,2027-05-23,14:30,Zwolle,,Twente,,MAC³PARK Stadion,,Head-to-Head,
34,Sun,2027-05-23,14:30,Willem II,,Go Ahead Eagles,,Koning Willem II Stadion,,Head-to-Head,
34,Sun,2027-05-23,14:30,Sparta R.,,Fortuna Sittard,,Sparta-Stadion Het Kasteel,,Head-to-Head,
